Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.55,44.48,BARRIE-ORO,6117700,2022-08-31,2022,8,31,,24,,12,,17.9,,0.1,,0,,,,,,0,,,,28,,57,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-01,2022,9,1,,21,,10,,15.4,,2.6,,0,,,,,,0,,,,29,,35,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-02,2022,9,2,,28,,12,,19.5,,0,,1.5,,,,,,0,,,,17,,39,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-03,2022,9,3,,29,,13,,21,,0,,3,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-04,2022,9,4,,17,,13,,15,,3,,0,,,,,,0.8,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-05,2022,9,5,,21,,13,,16.9,,1.1,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-06,2022,9,6,,23,,10,,16.2,,1.8,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-07,2022,9,7,,23,,13,,18.1,,0,,0.1,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-08,2022,9,8,,24,,10,,17.1,,0.9,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-09,2022,9,9,,26,,10,,17.7,,0.3,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-10,2022,9,10,,27,,12,,19.6,,0,,1.6,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-11,2022,9,11,,23,,15,,19.1,,0,,1.1,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-12,2022,9,12,,20,,12,,16,,2,,0,,,,,,22.5,,,,18,,34,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-13,2022,9,13,,21,,12,,16.2,,1.8,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-14,2022,9,14,,21,,6,,13.4,,4.6,,0,,,,,,0,,,,33,,43,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-15,2022,9,15,,17,,4,,10.3,,7.7,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-16,2022,9,16,,15,,11,,13,,5,,0,,,,,,5.2,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-17,2022,9,17,,24,,14,,18.6,,0,,0.6,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-18,2022,9,18,,24,,17,,20.3,,0,,2.3,,,,,,16.3,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-19,2022,9,19,,23,,16,,19.6,,0,,1.6,,,,,,0.2,,,,30,,47,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-20,2022,9,20,,22,,11,,16.5,,1.5,,0,,,,,,0,,,,30,,34,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-21,2022,9,21,,27,,10,,18.4,,0,,0.4,,,,,,0,,,,30,,45,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-22,2022,9,22,,14,,4,,9.2,,8.8,,0,,,,,,5.5,,,,31,,40,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-23,2022,9,23,,13,,1,,7.1,,10.9,,0,,,,,,0,,,,35,,37,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-24,2022,9,24,,17,,4,,10.6,,7.4,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-25,2022,9,25,,16,,11,,13.3,,4.7,,0,,,,,,7.6,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-26,2022,9,26,,16,,10,,13,,5,,0,,,,,,6.5,,,,23,,39,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-27,2022,9,27,,17,,9,,12.8,,5.2,,0,,,,,,6.1,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-28,2022,9,28,,12,,5,,8.3,,9.7,,0,,,,,,0.2,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-29,2022,9,29,,15,,1,,8,,10,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-09-30,2022,9,30,,17,,1,,9.1,,8.9,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-01,2022,10,1,,19,,5,,12.2,,5.8,,0,,,,,,0,,,,2,,36,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-02,2022,10,2,,14,,0,,7.3,,10.7,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-03,2022,10,3,,15,,-2,,6.4,,11.6,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-04,2022,10,4,,18,,1,,9.1,,8.9,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-05,2022,10,5,,22,,4,,13.2,,4.8,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-06,2022,10,6,,23,,10,,16.1,,1.9,,0,,,,,,0,,,,34,,32,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-07,2022,10,7,,11,,1,,6.1,,11.9,,0,,,,,,0.4,,,,30,,39,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-08,2022,10,8,,10,,2,,5.7,,12.3,,0,,,,,,1.5,,,,26,,40,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-09,2022,10,9,,13,,1,,7.1,,10.9,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-10,2022,10,10,,12,,-1,,5.8,,12.2,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-11,2022,10,11,,21,,-1,,10,,8,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-12,2022,10,12,,16,,11,,13.7,,4.3,,0,,,,,,6.6,,,,15,,38,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-13,2022,10,13,,15,,2,,8.4,,9.6,,0,,,,,,13.1,,,,26,,33,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-14,2022,10,14,,12,,1,,6.6,,11.4,,0,,,,,,0,,,,21,,50,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-15,2022,10,15,,11,,6,,8.1,,9.9,,0,,,,,,1.3,,,,23,,53,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-16,2022,10,16,,12,,5,,8.2,,9.8,,0,,,,,,0,,,,23,,34,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-17,2022,10,17,,9,,2,,5.8,,12.2,,0,,,,,,3.3,,,,17,,40,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-18,2022,10,18,,7,,-1,,3.2,,14.8,,0,,,,,,0.7,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-19,2022,10,19,,7,,1,,4.3,,13.7,,0,,,,,,3.9,,,,28,,35,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-20,2022,10,20,,6,,1,,3.3,,14.7,,0,,,,,,2.6,,,,23,,34,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-21,2022,10,21,,15,,-1,,6.9,,11.1,,0,,,,,,0,,,,18,,36,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-22,2022,10,22,,20,,7,,13.9,,4.1,,0,,,,,,0,,,,17,,32,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-23,2022,10,23,,21,,4,,12.4,,5.6,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-24,2022,10,24,,19,,1,,10.2,,7.8,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-25,2022,10,25,,17,,4,,10.8,,7.2,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-26,2022,10,26,,14,,4,,9.2,,8.8,,0,,,,,,9.3,,,,30,,60,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-27,2022,10,27,,9,,-3,,3,,15,,0,,,,,,0.4,,,,30,,39,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-28,2022,10,28,,10,,-4,,3.3,,14.7,,0,,,,,,0,,,,15,,31,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-29,2022,10,29,,15,,-3,,6,,12,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-30,2022,10,30,,16,,-2,,7.2,,10.8,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-10-31,2022,10,31,,11,,4,,7.6,,10.4,,0,,,,,,7.6,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-01,2022,11,1,,17,,3,,9.8,,8.2,,0,,,,,,0.2,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-02,2022,11,2,,15,,1,,8.2,,9.8,,0,,,,,,0.2,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-03,2022,11,3,,18,,0,,9,,9,,0,,,,,,0,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-04,2022,11,4,,18,,5,,11.3,,6.7,,0,,,,,,0,,,,19,,38,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-05,2022,11,5,,23,,14,,18.5,,0,,0.5,,,,,,0.9,,,,18,,46,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-06,2022,11,6,,18,,11,,14.4,,3.6,,0,,,,,,0,,,,23,,36,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-07,2022,11,7,,13,,4,,8.6,,9.4,,0,,,,,,0.5,,,,27,,59,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-08,2022,11,8,,6,,-2,,2,,16,,0,,,,,,0.3,,,,14,,31,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-09,2022,11,9,,13,,2,,7.6,,10.4,,0,,,,,,0,,,,15,,31,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-10,2022,11,10,,22,,6,,14,,4,,0,,,,,,0,,,,22,,34,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-11,2022,11,11,,14,,8,,10.9,,7.1,,0,,,,,,4.7,,,,35,,41,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-12,2022,11,12,,9,,0,,4.5,,13.5,,0,,,,,,2.2,,,,30,,43,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-13,2022,11,13,,1,,-4,,-1.5,,19.5,,0,,,,,,0.7,,,,30,,33,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-14,2022,11,14,,2,,-6,,-2.4,,20.4,,0,,,,,,0.2,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-15,2022,11,15,,0,,-6,,-3.2,,21.2,,0,,,,,,1.7,,,,9,,40,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-16,2022,11,16,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-17,2022,11,17,,-2,,-6,,-3.9,,21.9,,0,,,,,,4.7,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-18,2022,11,18,,0,,-4,,-1.8,,19.8,,0,,,,,,0.2,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-19,2022,11,19,,-3,,-6,,-4.1,,22.1,,0,,,,,,0,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-20,2022,11,20,,-6,,-9,,-7.4,,25.4,,0,,,,,,18.2,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-21,2022,11,21,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-22,2022,11,22,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-23,2022,11,23,,,,,,,,,,,,,,,,,,,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-11-24,2022,11,24,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-25,2022,11,25,,5,,1,,3,,15,,0,,,,,,3.1,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-26,2022,11,26,,12,,-1,,5.4,,12.6,,0,,,,,,0,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-27,2022,11,27,,5,,1,,3,,15,,0,,,,,,11.7,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-28,2022,11,28,,1,,-3,,-1,,19,,0,,,,,,0.1,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-29,2022,11,29,,5,,-4,,0.4,,17.6,,0,,,,,,0,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-11-30,2022,11,30,,7,,-4,,1.5,,16.5,,0,,,,,,10.6,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-01,2022,12,1,,1,,-3,,-1.1,,19.1,,0,,,,,,0.3,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-02,2022,12,2,,6,,-4,,0.8,,17.2,,0,,,,,,0.6,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-03,2022,12,3,,9,,-2,,3.3,,14.7,,0,,,,,,5.7,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-04,2022,12,4,,1,,-3,,-1.1,,19.1,,0,,,,,,0,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-05,2022,12,5,,4,,-3,,0.9,,17.1,,0,,,,,,0,,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-06,2022,12,6,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-07,2022,12,7,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-08,2022,12,8,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-09,2022,12,9,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.55,44.48,BARRIE-ORO,6117700,2022-12-10,2022,12,10,,-2,,-8,,-4.6,,22.6,,0,,,,,,0.7,,,,11,,38,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-11,2022,12,11,,-3,,-6,,-4.4,,22.4,,0,,,,,,4.3,,0,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-12,2022,12,12,,-5,,-15,,-9.9,,27.9,,0,,,,,,0,,4,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-13,2022,12,13,,-1,,-17,,-9,,27,,0,,,,,,0,,3,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-14,2022,12,14,,-3,,-14,,-8.3,,26.3,,0,,,,,,0,,3,,10,,41,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-15,2022,12,15,,4,,-4,,0.2,,17.8,,0,,,,,,7,,2,,11,,64,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-16,2022,12,16,,5,,-2,,1.3,,16.7,,0,,,,,,5,,11,,12,,38,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-17,2022,12,17,,0,,-7,,-3.4,,21.4,,0,,,,,,0.1,,10,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-18,2022,12,18,,0,,-6,,-2.9,,20.9,,0,,,,,,3.2,,10,,24,,42,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-19,2022,12,19,,-1,,-6,,-3.7,,21.7,,0,,,,,,4.8,,20,,27,,34,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-20,2022,12,20,,-2,,-11,,-6.2,,24.2,,0,,,,,,0,,27,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-21,2022,12,21,,-3,,-12,,-7.5,,25.5,,0,,,,,,0,,25,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-22,2022,12,22,,2,,-5,,-1.5,,19.5,,0,,,,,,1.7,,23,,10,,41,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-23,2022,12,23,,1,,-11,,-4.9,,22.9,,0,,,,,,7.2,,20,,26,,62,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-24,2022,12,24,,-8,,-13,,-10.8,,28.8,,0,,,,,,0.3,,18,,25,,65,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-25,2022,12,25,,-5,,-8,,-6.5,,24.5,,0,,,,,,0,,18,,28,,58,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-26,2022,12,26,,-6,,-8,,-6.9,,24.9,,0,,,,,,0,,18,,24,,36,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-27,2022,12,27,,-4,,-8,,-6,,24,,0,,,,,,2.2,,25,,25,,32,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-28,2022,12,28,,3,,-4,,-0.5,,18.5,,0,,,,,,0.7,,23,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-29,2022,12,29,,7,,-4,,1.3,,16.7,,0,,,,,,0,,22,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-30,2022,12,30,,10,,5,,7,,11,,0,,,,,,5.7,,9,,,,,
-79.55,44.48,BARRIE-ORO,6117700,2022-12-31,2022,12,31,,,,,,,,,,,,,,,,,,,,,,,
